period,actual_inflation,predicted_inflation,forecast_horizon,error,absolute_error,squared_error
64,2.202072539,5.149161915165639,1,-2.9470893761656387,2.9470893761656387,8.685335791108374
65,2.976341898,3.7661983819483424,1,-0.7898564839483426,0.7898564839483426,0.6238732652352385
66,4.554707379,5.633054838467412,1,-1.0783474594674125,1.0783474594674125,1.162833243339823
67,4.594180704,5.52462262895753,1,-0.9304419249575302,0.9304419249575302,0.8657221757186743
68,4.790874525,8.039446372172426,1,-3.2485718471724256,3.2485718471724256,10.553219046241265
69,3.853754941,6.622025671675761,1,-2.768270730675761,2.768270730675761,7.663322838316112
70,2.604039912,6.404206494604327,1,-3.8001665826043265,3.8001665826043265,14.441266055542645
71,2.464616886,5.368393871023193,1,-2.9037769850231934,2.9037769850231934,8.431920778750387
72,3.072085148,6.513332782781325,1,-3.441247634781325,3.441247634781325,11.842185283888064
73,3.472882969,6.443365530471092,1,-2.970482561471092,2.970482561471092,8.82376664800386
74,5.834914611,4.304358381407681,1,1.5305562295923192,1.5305562295923192,2.342602371943856
75,6.668254346,4.256657110258448,1,2.411597235741552,2.411597235741552,5.815801227436295
76,6.571227411,7.5526380875295995,1,-0.9814106765295998,0.9814106765295998,0.9631669160062868
77,6.896551724,6.036251041323721,1,0.8603006826762787,0.8603006826762787,0.7401172646132711
78,6.364858808,7.307950233653207,1,-0.9430914256532068,0.9430914256532068,0.8894214371405981
79,4.867157848,7.963283251418019,1,-3.0961254034180197,3.0961254034180197,9.585992513690394
80,5.593481612,7.870764038649391,1,-2.277282426649391,2.277282426649391,5.186015250726139
81,5.075268817,7.94382446026984,1,-2.86855564326984,2.86855564326984,8.228611478535244
82,4.993678887,7.382609014088141,1,-2.388930127088141,2.388930127088141,5.706987152109362
83,6.344475197,7.567886317254903,1,-1.2234111202549025,1.2234111202549025,1.4967347691633555
84,7.278415016,6.938415933866778,1,0.3399990821332226,0.3399990821332226,0.11559937585143386
85,7.040523946,4.944567855208236,1,2.0959560907917645,2.0959560907917645,4.393031934527095
86,6.140878989,10.133824738236264,1,-3.992945749236264,3.992945749236264,15.943615756343949
87,6.206206206,5.515678351445858,1,0.6905278545541425,0.6905278545541425,0.4768287179151469
64,2.976341898,4.339029215867468,2,-1.362687317867468,1.362687317867468,1.856916726276834
65,4.554707379,3.8958671743679716,2,0.6588402046320283,0.6588402046320283,0.4340704152395729
66,4.594180704,5.591712665790924,2,-0.9975319617909237,0.9975319617909237,0.9950700147944489
67,4.790874525,5.713936175692318,2,-0.9230616506923175,0.9230616506923175,0.852042810978826
68,3.853754941,7.765360320351218,2,-3.9116053793512178,3.9116053793512178,15.300656643769385
69,2.604039912,6.503196998989008,2,-3.8991570869890078,3.8991570869890078,15.203425989016605
70,2.464616886,5.495436594085875,2,-3.0308197080858754,3.0308197080858754,9.18586810292175
71,3.072085148,5.8296504326354235,2,-2.7575652846354233,2.7575652846354233,7.604166299026443
72,3.472882969,5.9921146242931185,2,-2.5192316552931184,2.5192316552931184,6.346528133030906
73,5.834914611,5.0044239688101095,2,0.8304906421898908,0.8304906421898908,0.6897147067649771
74,6.668254346,3.9499666794652235,2,2.718287666534777,2.718287666534777,7.389087838035082
75,6.571227411,4.239992236485737,2,2.331235174514263,2.331235174514263,5.434657438892546
76,6.896551724,8.250761382950643,2,-1.3542096589506425,1.3542096589506425,1.8338838003952154
77,6.364858808,6.103387109626046,2,0.26147169837395445,0.26147169837395445,0.06836744905056022
78,4.867157848,7.499605886909231,2,-2.6324480389092315,2.6324480389092315,6.929782677557059
79,5.593481612,8.349485960970492,2,-2.7560043489704924,2.7560043489704924,7.595559971544268
80,5.075268817,6.568241529130787,2,-1.4929727121307863,1.4929727121307863,2.228967519167156
81,4.993678887,6.993703110978559,2,-2.000024223978559,2.000024223978559,4.000096896501037
82,6.344475197,8.16151281711498,2,-1.8170376201149798,1.8170376201149798,3.30162571291311
83,7.278415016,7.7854222233095935,2,-0.5070072073095933,0.5070072073095933,0.2570563082638729
84,7.040523946,6.838282629898076,2,0.20224131610192408,0.20224131610192408,0.04090154993863838
85,6.140878989,6.512433637879471,2,-0.37155464887947076,0.37155464887947076,0.1380528571039468
86,6.206206206,9.780700672251209,2,-3.574494466251209,3.574494466251209,12.777010689260514
64,4.554707379,4.722601832376125,3,-0.16789445337612552,0.16789445337612552,0.028188547474467987
65,4.594180704,4.037030276792182,3,0.5571504272078185,0.5571504272078185,0.31041659853785464
66,4.790874525,5.833982791440617,3,-1.0431082664406164,1.0431082664406164,1.0880748555167479
67,3.853754941,6.22228325828349,3,-2.3685283172834897,2.3685283172834897,5.609926389773759
68,2.604039912,7.3594679909160705,3,-4.75542807891607,4.75542807891607,22.614096213743387
69,2.464616886,6.322062969612357,3,-3.8574460836123574,3.8574460836123574,14.879890287976314
70,3.072085148,5.289923353744655,3,-2.2178382057446546,2.2178382057446546,4.918806306860669
71,3.472882969,5.925266895353263,3,-2.452383926353263,2.452383926353263,6.014186922235847
72,5.834914611,5.719879657903126,3,0.11503495309687395,0.11503495309687395,0.013233040433999988
73,6.668254346,6.505424821373115,3,0.16282952462688538,0.16282952462688538,0.02651345409021747
74,6.571227411,4.676047587556647,3,1.8951798234433523,1.8951798234433523,3.591706563186776
75,6.896551724,5.74302478422063,3,1.1535269397793702,1.1535269397793702,1.3306244007967587
76,6.364858808,6.817015131381891,3,-0.4521563233818906,0.4521563233818906,0.20444534077422882
77,4.867157848,3.653103903115059,3,1.2140539448849408,1.2140539448849408,1.4739269810906868
