Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2019-12-31,5.7041702308280735,5.697410200269614,5.353172903216714,4.8066500235314775,4.32110071182251,6.668254346272917
2020-03-31,4.236721480678524,4.581919229692305,4.387493767234144,5.856155020577422,6.2767109870910645,6.571227411405789
2020-06-30,5.987076284223616,5.631526783890976,5.1134565804825,5.843250405424571,6.138862609863281,6.896551724137923
2020-09-30,4.708815996254977,6.790459365437401,6.069361152279012,6.249473589193979,5.728113174438477,6.364858807709561
2020-12-31,10.872725062562044,9.024353628989298,7.067752379305122,5.97571212099175,5.8397979736328125,4.867157847733883
2021-03-31,10.346545557676226,7.658471156414898,6.116763951281583,5.670512750266694,5.459675312042236,5.593481611979745
2021-06-30,7.630844046068642,7.117246314101984,6.712290730934531,5.8297407054864046,5.462160587310791,5.0752688172042815
2021-09-30,5.691887023170209,5.466699316377964,5.069344124836069,5.5896032231846,5.266104698181152,4.9936788874841875
2021-12-31,5.430776548633966,5.243710179399064,4.88029777716275,5.236157034662338,5.116695880889893,6.344475196934196
2022-03-31,6.532831933608026,6.4202603165741925,6.217185689207806,6.002416411821558,6.327665328979492,7.278415015641282
2022-06-30,6.656160225987453,6.804494606787025,6.843538969375829,6.257759193343088,6.350437164306641,7.040523945968102
2022-09-30,6.584370381127069,6.714166178347128,6.805304128346519,6.201730818152106,6.761807441711426,6.140878988561105
2022-12-31,5.659505158372473,5.8112855838926905,5.915973054849269,6.244755924123217,6.611179828643799,6.206206206206222
