Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2019-12-31,5.509402043078522,5.617954708196322,5.387182968849174,4.638126699941102,4.161755084991455,6.668254346272917
2020-03-31,3.9015452874594567,4.170944871108401,4.0325647880861855,5.640461326832779,5.349670886993408,6.571227411405789
2020-06-30,5.073552327630121,4.746862344342214,4.800803528679609,5.329923564434064,4.890084743499756,6.896551724137923
2020-09-30,3.3278989639736,4.063046844970353,4.27191059238243,5.990654345540622,4.659933090209961,6.364858807709561
2020-12-31,10.879948823424206,8.837167355395625,7.229948385734476,5.643052649139551,5.5082831382751465,4.867157847733883
2021-03-31,10.96566219764897,8.452885139836702,7.072246642746284,6.112875495702317,7.214951515197754,5.593481611979745
2021-06-30,10.612114914394395,8.756319437652447,7.7285689166198,5.8644081197022,5.934916973114014,5.0752688172042815
2021-09-30,6.295933174580499,5.934750106298752,5.651720414747318,5.969783641786091,6.1927289962768555,4.9936788874841875
2021-12-31,6.183633523568185,5.984647549568651,5.76915057936727,5.378615283989072,6.285615921020508,6.344475196934196
2022-03-31,6.225569015527188,6.109163615699009,5.94677923408806,5.886640992593304,5.8003458976745605,7.278415015641282
2022-06-30,6.294974687620895,6.461455130068908,6.4888079521812605,6.062009687197429,5.982999801635742,7.040523945968102
2022-09-30,6.2158468776987466,6.42628286217579,6.366608666957675,6.053048453496461,6.727926254272461,6.140878988561105
2022-12-31,5.442454524441124,5.701407325009782,5.605172062951811,6.241164238037896,6.468070983886719,6.206206206206222
