period,actual_inflation,predicted_inflation,forecast_horizon,error,absolute_error,squared_error
64,2.202072539,2.4416568112092993,1,-0.23958427220929934,0.23958427220929934,0.057400623490059643
65,2.976341898,2.5439186014367117,1,0.43242329656328815,0.43242329656328815,0.18698990741066146
66,4.554707379,2.5369997486424105,1,2.0177076303575894,2.0177076303575894,4.071144081603238
67,4.594180704,2.532133744710695,1,2.0620469592893054,2.0620469592893054,4.252037662314271
68,4.790874525,2.517986241952972,1,2.2728882830470285,2.2728882830470285,5.1660211472124695
69,3.853754941,2.5865612202455672,1,1.2671937207544328,1.2671937207544328,1.6057799259194634
70,2.604039912,2.5989229495694826,1,0.005116962430517624,0.005116962430517624,2.6183304515328833e-05
71,2.464616886,2.6256868483548046,1,-0.16106996235480464,0.16106996235480464,0.025943532772978183
72,3.072085148,2.6810075827656736,1,0.3910775652343266,0.3910775652343266,0.15294166202960896
73,3.472882969,4.457771290977586,1,-0.9848883219775861,0.9848883219775861,0.9700050067678254
74,5.834914611,4.5785980862017,1,1.2563165247983,1.2563165247983,1.5783312104812772
75,6.668254346,4.508059601179211,1,2.1601947448207897,2.1601947448207897,4.666441335551356
76,6.571227411,4.721548073884389,1,1.849679337115611,1.849679337115611,3.421313650152446
77,6.896551724,4.729353076718309,1,2.1671986472816913,2.1671986472816913,4.696749976779593
78,6.364858808,4.512429508447637,1,1.8524292995523632,1.8524292995523632,3.431494309840059
79,4.867157848,4.6820589676644,1,0.18509888033559996,0.18509888033559996,0.034261595501492756
80,5.593481612,4.7464394422445135,1,0.8470421697554862,0.8470421697554862,0.7174804373440818
81,5.075268817,4.541854375174574,1,0.5334144418254265,0.5334144418254265,0.2845309667479313
82,4.993678887,4.69478545314551,1,0.29889343385448974,0.29889343385448974,0.08933728480132823
83,6.344475197,4.624962696601226,1,1.7195125003987748,1.7195125003987748,2.9567232390276463
84,7.278415016,4.703818058991933,1,2.574596957008067,2.574596957008067,6.628549491035199
85,7.040523946,4.801934713272398,1,2.2385892327276027,2.2385892327276027,5.011281752883957
86,6.140878989,4.823752723856416,1,1.3171262651435836,1.3171262651435836,1.7348215983310855
87,6.206206206,4.805283498935362,1,1.4009227070646384,1.4009227070646384,1.9625844311693146
64,2.976341898,2.4371121812944745,2,0.5392297167055253,0.5392297167055253,0.2907686873783211
65,4.554707379,2.541523733411861,2,2.0131836455881387,2.0131836455881387,4.052908390863548
66,4.594180704,2.550196856688942,2,2.043983847311058,2.043983847311058,4.1778699680685145
67,4.790874525,2.544442087562503,2,2.2464324374374973,2.2464324374374973,5.046458695971375
68,3.853754941,2.5292397826090753,2,1.3245151583909247,1.3245151583909247,1.7543404048073363
69,2.604039912,2.5864439191250908,2,0.017595992874909427,0.017595992874909427,0.00030961896525386333
70,2.464616886,2.5967664943187767,2,-0.13214960831877676,0.13214960831877676,0.01746351897880611
71,3.072085148,2.637245098963108,2,0.4348400490368922,0.4348400490368922,0.18908586824640683
72,3.472882969,2.681018646635643,2,0.7918643223643569,0.7918643223643569,0.6270491050335621
73,5.834914611,4.413619530483119,2,1.421295080516881,1.421295080516881,2.020079705901487
74,6.668254346,4.582264408897894,2,2.0859899371021067,2.0859899371021067,4.351354017691251
75,6.571227411,4.511657265277378,2,2.0595701457226214,2.0595701457226214,4.2418291851519
76,6.896551724,4.679999828099235,2,2.216551895900765,2.216551895900765,4.913102307221276
77,6.364858808,4.69723892877447,2,1.66761987922553,1.66761987922553,2.7809560615881708
78,4.867157848,4.477160901467574,2,0.3899969465324258,0.3899969465324258,0.15209761830461577
79,5.593481612,4.640214164145282,2,0.9532674478547181,0.9532674478547181,0.9087188271394476
80,5.075268817,4.72211477911523,2,0.35315403788477084,0.35315403788477084,0.12471777447431816
81,4.993678887,4.515698120508098,2,0.4779807664919016,0.4779807664919016,0.22846561313618574
82,6.344475197,4.66350622349163,2,1.6809689735083708,1.6809689735083708,2.825656689897786
83,7.278415016,4.613012746248272,2,2.665402269751728,2.665402269751728,7.104369259597663
84,7.040523946,4.685721061126026,2,2.3548028848739744,2.3548028848739744,5.545096626610793
85,6.140878989,4.784367705317136,2,1.356511283682864,1.356511283682864,1.8401228627589319
86,6.206206206,4.795054539937257,2,1.411151666062743,1.411151666062743,1.9913490246316554
64,4.554707379,2.418875205298938,3,2.1358321737010617,2.1358321737010617,4.561779074216602
65,4.594180704,2.5484378050822736,3,2.0457428989177266,2.0457428989177266,4.185064008472304
66,4.790874525,2.553487023318788,3,2.2373875016812126,2.2373875016812126,5.005902832679298
67,3.853754941,2.5341184147661515,3,1.3196365262338485,1.3196365262338485,1.7414405613705388
68,2.604039912,2.516083387668813,3,0.08795652433118706,0.08795652433118706,0.007736350172422701
69,2.464616886,2.5805315855216375,3,-0.11591469952163758,0.11591469952163758,0.013436217565191526
70,3.072085148,2.585314989468358,3,0.4867701585316424,0.4867701585316424,0.2369451872369203
71,3.472882969,2.604691955386489,3,0.8681910136135111,0.8681910136135111,0.7537556361192559
72,5.834914611,2.6685357779576435,3,3.166378833042357,3.166378833042357,10.025954914338676
73,6.668254346,4.34047498402217,3,2.3277793619778304,2.3277793619778304,5.418556758049915
74,6.571227411,4.5820052421383055,3,1.9892221688616942,1.9892221688616942,3.957004837090823
75,6.896551724,4.501673646500086,3,2.3948780774999143,2.3948780774999143,5.735441006089686
76,6.364858808,4.6349665615152364,3,1.7298922464847637,1.7298922464847637,2.9925271844481025
77,4.867157848,4.649432315520958,3,0.21772553247904192,0.21772553247904192,0.047404407493282334
78,5.593481612,4.482612213030012,3,1.1108693989699878,1.1108693989699878,1.234030821567942
79,5.075268817,4.568853333577824,3,0.5064154834221766,0.5064154834221766,0.2564566418497168
80,4.993678887,4.714428456039828,3,0.27925043096017177,0.27925043096017177,0.07798080319144166
81,6.344475197,4.5000433818289505,3,1.84443181517105,1.84443181517105,3.401928720815174
82,7.278415016,4.613133184578225,3,2.665281831421775,2.665281831421775,7.103727240907012
83,7.040523946,4.566695551653279,3,2.4738283943467216,2.4738283943467216,6.119826924676079
84,6.140878989,4.6457567905122,3,1.4951221984877998,1.4951221984877998,2.235390388410992
85,6.206206206,4.7571176448557,3,1.4490885611442996,1.4490885611442996,2.0998576580392565
64,4.594180704,2.415792184246362,4,2.1783885197536383,2.1783885197536383,4.745376542994448
65,4.790874525,2.5504381129064466,4,2.240436412093554,2.240436412093554,5.019555316634636
66,3.853754941,2.5493297466604283,4,1.3044251943395717,1.3044251943395717,1.7015250876278294
67,2.604039912,2.5700785521750737,4,0.03396135982492643,0.03396135982492643,0.001153373961158127
68,2.464616886,2.52095346382542,4,-0.0563365778254199,0.0563365778254199,0.003173810001079593
69,3.072085148,2.585430692745659,4,0.48665445525434103,0.48665445525434103,0.23683255881889942
70,3.472882969,2.5848281419727885,4,0.8880548270272115,0.8880548270272115,0.7886413758063305
71,5.834914611,2.605790321626869,4,3.2291242893731313,3.2291242893731313,10.42724367621953
72,6.668254346,2.6818890906969886,4,3.986365255303012,3.986365255303012,15.891107948687047
73,6.571227411,4.308118811010526,4,2.263108599989474,2.263108599989474,5.121660535346317
