period,actual_inflation,predicted_inflation,forecast_horizon,error,absolute_error,squared_error
64,2.202072539,2.3690428179444027,1,-0.16697027894440275,0.16697027894440275,0.027879074050771665
65,2.976341898,2.3252454848388804,1,0.6510964131611194,0.6510964131611194,0.42392653923127516
66,4.554707379,2.3396209797087004,1,2.2150863992912995,2.2150863992912995,4.906607756325294
67,4.594180704,2.398567971744901,1,2.1956127322550993,2.1956127322550993,4.8207152700407025
68,4.790874525,2.3451412963040776,1,2.445733228695923,2.445733228695923,5.981611025947383
69,3.853754941,2.4025385097852054,1,1.4512164312147946,1.4512164312147946,2.1060291302278045
70,2.604039912,2.3920822171428493,1,0.21195769485715088,0.21195769485715088,0.044926064409157085
71,2.464616886,2.355952915085831,1,0.10866397091416902,0.10866397091416902,0.01180785857483537
72,3.072085148,2.3978982897606,1,0.6741868582394002,0.6741868582394002,0.45452791982271307
73,3.472882969,3.9786903919912895,1,-0.5058074229912894,0.5058074229912894,0.2558411491530892
74,5.834914611,4.36170588421855,1,1.4732087267814507,1.4732087267814507,2.170343952665023
75,6.668254346,4.279596842230631,1,2.3886575037693696,2.3886575037693696,5.705684670313716
76,6.571227411,4.351130185069639,1,2.2200972259303606,2.2200972259303606,4.928831692583683
77,6.896551724,4.322770196237255,1,2.573781527762745,2.573781527762745,6.624351352652729
78,6.364858808,4.327581825905648,1,2.037276982094352,2.037276982094352,4.15049750177147
79,4.867157848,4.357144914881264,1,0.5100129331187357,0.5100129331187357,0.260113191948376
80,5.593481612,4.303671979930271,1,1.289809632069729,1.289809632069729,1.6636088869798495
81,5.075268817,4.309197167409683,1,0.7660716495903177,0.7660716495903177,0.5868657723060305
82,4.993678887,4.358789269324249,1,0.6348896176757508,0.6348896176757508,0.40308482663246104
83,6.344475197,4.376898617759812,1,1.9675765792401885,1.9675765792401885,3.871357595174522
84,7.278415016,4.358395248896478,1,2.920019767103522,2.920019767103522,8.526515440275306
85,7.040523946,4.385519558001583,1,2.6550043879984173,2.6550043879984173,7.049048300290851
86,6.140878989,4.396475530822517,1,1.7444034581774828,1.7444034581774828,3.042943424901561
87,6.206206206,4.467166386518916,1,1.7390398194810839,1.7390398194810839,3.024259493740801
64,2.976341898,2.3545137349584815,2,0.6218281630415183,0.6218281630415183,0.38667026435158913
65,4.554707379,2.3070911958169527,2,2.2476161831830472,2.2476161831830472,5.051778506906329
66,4.594180704,2.33657045062221,2,2.2576102533777904,2.2576102533777904,5.096804056156531
67,4.790874525,2.408307334979353,2,2.3825671900206475,2.3825671900206475,5.676626414962884
68,3.853754941,2.352579961917599,2,1.5011749790824012,1.5011749790824012,2.2535263178230474
69,2.604039912,2.3988928398228895,2,0.2051470721771107,0.2051470721771107,0.042085321222840665
70,2.464616886,2.3568630507355417,2,0.10775383526445825,0.10775383526445825,0.011610889014200007
71,3.072085148,2.3402312764666737,2,0.7318538715333265,0.7318538715333265,0.5356100892783188
72,3.472882969,2.3542097554174477,2,1.1186732135825523,1.1186732135825523,1.2514297587871148
73,5.834914611,3.9288838240984143,2,1.906030786901586,1.906030786901586,3.6329533606166793
74,6.668254346,4.3513129397104855,2,2.316941406289515,2.316941406289515,5.368217480178835
75,6.571227411,4.2485924976142755,2,2.3226349133857243,2.3226349133857243,5.394632940878311
76,6.896551724,4.352851715093042,2,2.543700008906958,2.543700008906958,6.470409735313259
77,6.364858808,4.3170315695927775,2,2.0478272384072227,2.0478272384072227,4.193596398362552
78,4.867157848,4.321831214633561,2,0.5453266333664386,0.5453266333664386,0.29738113705877417
79,5.593481612,4.3097281909922085,2,1.2837534210077912,1.2837534210077912,1.6480228459492072
80,5.075268817,4.293812111065168,2,0.7814567059348327,0.7814567059348327,0.6106745832505196
81,4.993678887,4.3248803655828265,2,0.6687985214171732,0.6687985214171732,0.4472914622497971
82,6.344475197,4.333698738891295,2,2.0107764581087055,2.0107764581087055,4.043221964484191
83,7.278415016,4.3367343073522875,2,2.941680708647713,2.941680708647713,8.65348539163011
84,7.040523946,4.372309769620458,2,2.668214176379543,2.668214176379543,7.1193668910327625
85,6.140878989,4.374984298968904,2,1.7658946900310957,1.7658946900310957,3.1183840562800196
86,6.206206206,4.384047838335796,2,1.822158367664204,1.822158367664204,3.320261116848676
64,4.554707379,2.3507266606496584,3,2.2039807183503415,2.2039807183503415,4.857531006860087
65,4.594180704,2.3291970343064925,3,2.2649836696935077,2.2649836696935077,5.130151023978269
66,4.790874525,2.345304809013032,3,2.4455697159869683,2.4455697159869683,5.98081123575258
67,3.853754941,2.397886923609566,3,1.4558680173904341,1.4558680173904341,2.1195516840603537
