Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2019-09-30,5.476290859612288,5.028778637016733,4.7820261596468905,5.266844749538823,4.390854358673096,6.668254346272917
2019-12-31,4.595988701960653,4.615274637194766,4.0600543815511925,5.514969534143003,5.541898250579834,6.571227411405789
2020-03-31,4.47113781144036,4.51755347500352,4.493411243662637,5.466040805442036,5.577078819274902,6.896551724137923
2020-06-30,8.103319919846886,7.570555797528761,7.5669373028484435,5.735024803556981,5.24320125579834,6.364858807709561
2020-09-30,5.272151456275486,5.86321748622653,5.701483150881247,5.856745030914544,5.42376184463501,4.867157847733883
2020-12-31,12.49867451050918,9.132840708387103,6.350929640672032,5.912394781391653,7.010830879211426,5.593481611979745
2021-03-31,9.168509882735492,7.870673583422379,6.99480246321049,5.824565344870309,6.134359359741211,5.0752688172042815
2021-06-30,5.286406222569184,6.102837058793223,5.988936976017406,5.916226868079326,5.7882914543151855,4.9936788874841875
2021-09-30,5.748149367915375,5.442773538660893,5.250295944350605,5.684026833034148,5.950124740600586,6.344475196934196
2021-12-31,6.727673623713898,6.392114561600783,5.895712105149349,5.885826155119069,5.951409816741943,7.278415015641282
2022-03-31,6.894373056989863,6.822711874816103,6.682554573703646,6.198145486769419,6.185378074645996,7.040523945968102
2022-06-30,6.270220200476398,6.449197500166517,6.487769537203573,5.879986036659022,6.231212615966797,6.140878988561105
2022-09-30,5.876017443294484,6.0766581565149265,6.01127992379423,5.986010600493792,6.241534233093262,6.206206206206222
