Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2017-06-30,5.146897418127839,4.60447673355401,4.7940179332439214,3.9614578858844953,4.318808078765869,4.594180704441042
2017-09-30,4.109722729478804,4.369151036970093,4.492696497157021,3.8941686935976874,4.193455219268799,4.7908745247148055
2017-12-31,4.4256919624379325,4.429414644691441,4.577051952453143,4.084653250158535,4.508907318115234,3.8537549407114735
2018-03-31,4.170133527814099,4.04718765614264,3.9367183443112688,4.022719616656427,4.011873245239258,2.604039912387446
2018-06-30,2.4848241040617802,2.679289418784675,2.7482405793328692,3.706041148985022,2.7373714447021484,2.4646168862860085
2018-09-30,2.3089942961019916,2.5943293744206883,2.8477043090357514,3.563097241504147,3.272615909576416,3.072085147556858
2018-12-31,3.925838453215492,3.730938703899721,3.68540618469344,3.5289973153779686,3.3346500396728516,3.4728829686013096
2019-03-31,3.597297364017644,3.545994548626795,3.6736721897288627,3.771831825381239,3.516171932220459,5.834914611005693
2019-06-30,5.867460876865698,5.989766781156675,6.0401312060095185,5.293915109698114,5.2156596183776855,6.668254346272917
2019-09-30,4.719877172575303,5.043876147873662,5.254406183950088,5.974413649339301,5.706604480743408,6.571227411405789
2019-12-31,5.26844398958046,5.05097761204431,5.192610019799339,5.918506693855071,6.066095352172852,6.896551724137923
2020-03-31,7.7851283146131545,7.170798996683185,6.983501274172861,6.316691476552828,6.204377174377441,6.364858807709561
2020-06-30,6.785556677730945,6.909110078914968,6.680575491212339,5.798325996243425,5.519367694854736,4.867157847733883
2020-09-30,7.420470876629737,6.418368882050057,5.375203593214136,5.427489883622658,5.321316242218018,5.593481611979745
2020-12-31,4.507789875776003,5.393131863634291,6.05810667018731,5.819538401134976,5.598182201385498,5.0752688172042815
2021-03-31,2.4173017203582208,3.9038244046691277,4.580146299029775,5.3481379683345756,5.1048502922058105,4.9936788874841875
2021-06-30,3.3733906588807425,4.261686801293371,4.473650070773314,5.679436193298455,5.0726470947265625,6.344475196934196
2021-09-30,7.322668127924876,7.192848286714158,6.919989377896874,5.976146565378815,6.438022136688232,7.278415015641282
2021-12-31,7.059310335542715,7.140439542934747,7.3654570390600425,6.471236288976809,6.606263637542725,7.040523945968102
2022-03-31,7.364257777565744,7.368807612304791,7.399445867098586,6.285272724661899,6.816570281982422,6.140878988561105
2022-06-30,6.73986492817998,6.700918029768179,6.442910502192158,6.22365042997577,6.680017948150635,6.206206206206222
