Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2017-06-30,6.0008727068125305,5.53726326769443,5.420573756620431,4.356231142923414,4.183650970458984,4.594180704441042
2017-09-30,4.706986234128095,5.161761472835018,5.057460939065626,4.017260692342058,4.357454776763916,4.7908745247148055
2017-12-31,4.829389890022109,4.916933258972027,5.019247207281222,4.486014721934972,4.501215934753418,3.8537549407114735
2018-03-31,4.5500978031860395,4.426761605914471,4.338258692330237,4.342742595462363,5.323063850402832,2.604039912387446
2018-06-30,2.3429308755295524,2.6836031024099953,2.8219465350963393,3.840766097053364,3.5063908100128174,2.4646168862860085
2018-09-30,2.1495425269815547,2.5573127762818015,2.8424521370437743,3.6407633244024398,3.340613842010498,3.072085147556858
2018-12-31,4.137064709465097,3.9168121439075274,3.8818208204926905,3.9703801639099128,4.5150251388549805,3.4728829686013096
2019-03-31,3.848368064692824,3.787647099590021,3.8630288901665786,3.8791063339163707,4.006247043609619,5.834914611005693
2019-06-30,6.387239496918132,6.477643930974452,6.36171536944066,5.383664082146228,5.636847019195557,6.668254346272917
2019-09-30,5.001000933814688,5.487821750380052,5.690879652771006,6.102885506740006,6.536775588989258,6.571227411405789
2019-12-31,5.908668857224497,5.687943842514112,5.727812054556586,6.5158785097609995,6.5491790771484375,6.896551724137923
2020-03-31,8.370763608326007,7.829819428060533,7.6692368805907964,6.501139635563914,6.726955890655518,6.364858807709561
2020-06-30,6.532502399408663,6.957167051779476,6.950324324735267,5.589671885653652,4.949461460113525,4.867157847733883
2020-09-30,7.787227050866244,6.388554278877357,5.217750690685611,4.66848709226735,4.356901168823242,5.593481611979745
2020-12-31,3.411959287738387,4.736660327087673,5.892968691659613,5.668947909599048,6.258573532104492,5.0752688172042815
2021-03-31,2.2070988502475277,3.654399438274739,4.131340650952907,4.665387111113905,4.450755596160889,4.9936788874841875
2021-06-30,4.245455427349669,4.526744325865223,4.604644869086683,5.013517103311076,4.6694135665893555,6.344475196934196
2021-09-30,7.702808671044146,7.642754301674796,7.291464319414899,6.124877196101316,6.599699974060059,7.278415015641282
2021-12-31,7.310454391115822,7.478707731220091,7.7063615973515045,6.5667779954749195,6.608903408050537,7.040523945968102
2022-03-31,7.660521791135041,7.686726674471341,7.656537148163943,6.04287451936237,6.2551188468933105,6.140878988561105
2022-06-30,6.8778984449066645,6.831260936234871,6.5382327938408515,6.3623288711029975,6.61174201965332,6.206206206206222
