Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2017-06-30,3.4988807353548244,3.218889442294196,3.411771992819323,4.162150468594257,4.121521472930908,4.594180704441042
2017-09-30,3.1377652049495914,3.1864292972967085,3.2011968728136586,3.9201357381592548,4.306980609893799,4.7908745247148055
2017-12-31,3.830746428958128,3.8845175530271376,3.643804667393763,3.8929140565442117,4.004317760467529,3.8537549407114735
2018-03-31,3.8399789486706397,3.812257276703458,3.5290890808650404,4.137134897469981,4.1289591789245605,2.604039912387446
2018-06-30,3.2249661009803408,3.161517061625648,2.963474852701338,3.743420775893146,2.8472647666931152,2.4646168862860085
2018-09-30,3.08502323787357,3.164455373592547,2.9992407072307024,3.6707230326920217,3.1323866844177246,3.072085147556858
2018-12-31,3.8931530360795827,3.8369607256946336,3.650793316195139,3.6343640361920766,3.6399381160736084,3.4728829686013096
2019-03-31,3.4893583450112375,3.4883365909501807,3.5134720549893257,3.8411189777332697,3.5341453552246094,5.834914611005693
2019-06-30,5.432457288625176,5.435087580888303,5.4285196810916965,5.126635165317383,4.974247932434082,6.668254346272917
2019-09-30,4.437639377630908,4.5256415109306944,4.4409056946773795,5.732639089407187,5.320735931396484,6.571227411405789
2019-12-31,4.2745904897073075,4.16943353318764,3.7291232842797926,5.606426576502831,5.8471856117248535,6.896551724137923
2020-03-31,6.589369340584062,5.991632058119311,5.491525724429015,5.816496653887015,6.670516014099121,6.364858807709561
2020-06-30,7.798206039182097,7.055642388789022,6.239810667432781,5.555017059738193,6.785686492919922,4.867157847733883
2020-09-30,7.221197453838615,7.161007631398149,7.715491039322625,5.640809730953387,5.227911472320557,5.593481611979745
2020-12-31,9.118107122108782,7.738489111302735,6.6055091439706795,5.7663576630194715,6.288651466369629,5.0752688172042815
2021-03-31,4.42135956269862,5.236096395253191,5.329236048481081,5.7264631578528995,6.1886067390441895,4.9936788874841875
2021-06-30,3.088923845289947,4.62930126854698,4.719287666715821,5.9670920822112405,6.449958801269531,6.344475196934196
2021-09-30,6.94806379724201,6.686106558296708,5.802939454053246,5.738929470323146,6.154001712799072,7.278415015641282
2021-12-31,6.753110668681801,6.6611564766041615,6.488742731772994,5.981240497105303,6.065823554992676,7.040523945968102
2022-03-31,6.982724388276197,6.9809338083413595,6.733762493150974,5.883111607097759,6.564506530761719,6.140878988561105
2022-06-30,6.563807323709133,6.634533297446161,6.324159854567663,6.134966916814526,6.558793544769287,6.206206206206222
