Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2017-06-30,2.9041828314763682,3.236344570995208,3.5836869061093886,4.069027164071188,3.9793941974639893,2.2020725388601115
2017-09-30,2.918348969986586,2.5562659740402256,2.7393232362444984,4.037843601666663,4.008171558380127,2.9763418977359457
2017-12-31,2.80087279449996,2.8374598490579777,3.1463895071268473,3.8685054397713823,3.8236658573150635,4.554707379134859
2018-03-31,4.496524877417888,4.691162420687562,4.972816624157681,4.124596919222409,4.133739948272705,4.594180704441042
2018-06-30,5.892447659648532,5.674926051809553,5.369789936093061,4.057394491339147,5.4462666511535645,4.7908745247148055
2018-09-30,5.72497469855827,5.514931710606104,5.415126135006328,4.675393982874408,5.3729963302612305,3.8537549407114735
2018-12-31,4.1526417561076965,4.494101464791614,4.483139061380408,4.277365144133785,4.174551963806152,2.604039912387446
2019-03-31,2.250049274528501,2.447572375138451,2.638825220676735,3.495529949786144,3.2011568546295166,2.4646168862860085
2019-06-30,2.907377570053077,2.8961859420526572,2.7969895293426936,3.700311777930234,3.8268938064575195,3.072085147556858
2019-09-30,3.9937834351657115,3.419371444990869,3.415481755182601,4.000448525885691,4.025449752807617,3.4728829686013096
2019-12-31,2.4889915763813653,3.217918969626914,3.333694460102742,3.3991434570255423,2.9460513591766357,5.834914611005693
2020-03-31,5.066428621723883,5.745344026498348,5.975007079261927,5.802009729832988,5.488945007324219,6.668254346272917
2020-06-30,5.43444549359441,5.520709935049078,5.686447787776538,6.049617397139799,6.095810413360596,6.571227411405789
2020-09-30,2.3444009559378944,3.2424284078102192,3.121567922295677,6.191389129290724,5.857041358947754,6.896551724137923
2020-12-31,7.829160934845243,7.904574688378163,7.695037609888069,6.366514354180457,6.617811679840088,6.364858807709561
2021-03-31,8.499801246900272,7.7524883864942185,6.956863925569282,6.147755392997121,5.964644908905029,4.867157847733883
2021-06-30,8.150596976583078,6.6562444771048,5.327042772827624,4.63969081748001,7.706742763519287,5.593481611979745
2021-09-30,5.936864576668396,5.845434726139489,5.498998235519637,5.90729977112635,5.414892673492432,5.0752688172042815
2021-12-31,5.109419448165842,5.157237661582111,5.199385917734673,4.781721426074495,4.881482124328613,4.9936788874841875
2022-03-31,4.309322717453368,4.410137261494672,4.5830109730406505,4.633549866509101,4.346463680267334,6.344475196934196
2022-06-30,6.952188623477152,6.93922200959087,6.742188255861831,6.267824400665484,6.539390563964844,7.278415015641282
2022-09-30,7.235253400474246,7.277159648334863,7.312284760921094,6.742109783491804,6.945598125457764,7.040523945968102
2022-12-31,7.10670472712169,7.124008955323518,6.967662994367952,6.709154984561548,6.815286159515381,6.140878988561105
2023-03-31,5.722800706728582,5.720451724503382,5.657286789812135,6.5299047817333475,6.470075607299805,6.206206206206222
