Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2020-03-31,5.272957688156602,5.478167868495274,5.4365315983969635,4.649779670677499,4.275476932525635,6.668254346272917
2020-06-30,5.37035884043429,5.314230132552592,5.289408226135342,5.784484408042619,5.592795372009277,6.571227411405789
2020-09-30,2.8544545428581167,3.4263087470249274,3.609763530277622,6.020614133631212,6.047670841217041,6.896551724137923
2020-12-31,7.737131035009719,7.3597743740689126,7.313945434157788,6.304937910380155,6.955582141876221,6.364858807709561
2021-03-31,8.168601806798526,7.6123253737838255,7.215097008925983,6.058712808887872,6.118478298187256,4.867157847733883
2021-06-30,9.323670167063526,7.323712627786471,6.119036776032213,5.622370220396293,5.617376804351807,5.593481611979745
2021-09-30,6.920669790544547,6.5223256243239165,6.002408088251296,5.807285735870489,5.704624176025391,5.0752688172042815
2021-12-31,6.126556640078839,5.930047400630256,5.764289032920079,5.5940654363635645,5.450261116027832,4.9936788874841875
2022-03-31,4.889121647785306,4.854742610686236,4.97771969635619,5.323974523991268,5.208553314208984,6.344475196934196
2022-06-30,6.421606366270825,6.500924760865903,6.375944303908548,6.000734454142609,6.29155158996582,7.278415015641282
2022-09-30,6.584656420722955,6.766350400769111,6.830542651150555,6.286564273533629,6.761025428771973,7.040523945968102
2022-12-31,6.261999575291694,6.470736306246672,6.424664994907513,6.254254742220773,6.675434589385986,6.140878988561105
2023-03-31,5.401496135391103,5.403488834029183,5.859904292065507,6.288973453203938,6.40668249130249,6.206206206206222
