Quarter,Linear Regression,Ridge Regression,Lasso Regression,Random Forest,XGBoost,Actual
2019-06-30,6.387239496918132,6.477643930974452,6.36171536944066,5.496098539467109,5.789179801940918,6.668254346272917
2019-09-30,5.001000933814688,5.487821750380052,5.690879652771006,5.937852366246082,6.261152744293213,6.571227411405789
2019-12-31,5.908668857224497,5.687943842514112,5.727812054556586,6.328754428214025,6.629925727844238,6.896551724137923
2020-03-31,8.370763608326007,7.829819428060533,7.6692368805907964,6.467255599103675,6.655107498168945,6.364858807709561
2020-06-30,6.532502399408663,6.957167051779476,6.950324324735267,5.973976153747301,5.745213508605957,4.867157847733883
2020-09-30,7.787227050866244,6.388554278877357,5.217750690685611,4.589429824895705,5.021019458770752,5.593481611979745
2020-12-31,3.411959287738387,4.736660327087673,5.892968691659613,5.7189081848884715,5.875804901123047,5.0752688172042815
2021-03-31,2.2070988502475277,3.654399438274739,4.131340650952907,4.458331015778651,4.287437915802002,4.9936788874841875
2021-06-30,4.245455427349669,4.526744325865223,4.604644869086683,4.877389257869959,4.2543134689331055,6.344475196934196
2021-09-30,7.702808671044146,7.642754301674796,7.291464319414899,6.275730564568927,6.5457868576049805,7.278415015641282
2021-12-31,7.310454391115822,7.478707731220091,7.7063615973515045,6.610734878615449,6.615297794342041,7.040523945968102
2022-03-31,7.660521791135041,7.686726674471341,7.656537148163943,6.008965574231561,6.632792949676514,6.140878988561105
2022-06-30,6.8778984449066645,6.831260936234871,6.5382327938408515,6.203902940797321,6.421974182128906,6.206206206206222
